household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,nucleus_member_refs,house_building_name,house_building_type
HH_154,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_408|Person_409,Auditorio,yes
HH_155,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_410|Person_411|Person_412,,apartments
HH_156,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_413|Person_414|Person_415|Person_416,Madrid,city
HH_157,2 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,2,Person_417|Person_418,,yes
HH_158,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_419,Madrid,city
HH_159,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_420|Person_421,,apartments
HH_160,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_422,,semidetached_house
HH_161,5 o mas personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_423|Person_424|Person_425|Person_426|Person_427,,yes
HH_162,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_428|Person_429|Person_430,,apartments
HH_163,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_431|Person_432|Person_433|Person_434,,semidetached_house
HH_164,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_435|Person_436|Person_437|Person_438,,yes
HH_165,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_439|Person_440,,apartments
HH_166,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_441,,yes
HH_167,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_442|Person_443,,house
HH_168,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_444,,apartments
HH_169,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_445,,residential
HH_170,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_446|Person_447,Supeco,yes
HH_171,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_448|Person_449,,residential
HH_172,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_450,,yes
HH_173,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_451,,semidetached_house
HH_174,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_452|Person_453|Person_454|Person_455,,apartments
HH_175,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_456|Person_457,,apartments
HH_176,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_458|Person_459,,residential
HH_177,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_460|Person_461,Madrid,city
HH_178,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_462|Person_463|Person_464,Madrid,city
HH_179,3 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_465|Person_466|Person_467,,semidetached_house
HH_180,3 personas,Polvoranca,Otro tipo de hogar,Otro tipo de hogar,3,Person_468|Person_469|Person_470,,semidetached_house
HH_181,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_471,,apartments
HH_182,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_472|Person_473|Person_474|Person_475,Madrid,city
HH_183,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_476,,residential
HH_184,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_477|Person_478|Person_479,,apartments
HH_185,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_480|Person_481,Madrid,city
HH_186,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_482|Person_483,,semidetached_house
HH_187,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,Person_484|Person_485|Person_486,Fuenlabrada,city
HH_188,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_487|Person_488,Mostoles,city
HH_189,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_489,Getafe norte,city
HH_190,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_490|Person_491,,apartments
HH_191,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_492|Person_493|Person_494,Alcorcon,city
HH_192,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_495,Madrid,city
HH_193,2 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_496|Person_497,,yes
HH_194,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_498|Person_499,,semidetached_house
HH_195,3 personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_500|Person_501|Person_502,Fuenlabrada,city
HH_196,5 o mas personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,5,Person_503|Person_504|Person_505|Person_506|Person_507,,residential
HH_197,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_508,Madrid,city
HH_198,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_509|Person_510|Person_511,,yes
HH_199,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_512|Person_513,,semidetached_house
HH_200,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_514,Alcorcon,city
HH_201,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_515|Person_516|Person_517,,residential
HH_202,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_518|Person_519|Person_520|Person_521,,yes
HH_203,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_522|Person_523|Person_524|Person_525,,terrace
HH_204,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_526|Person_527,,residential
HH_205,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_528|Person_529|Person_530,Madrid,city
HH_206,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_531|Person_532|Person_533|Person_534,,yes
HH_207,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_535,Fuenlabrada,city
HH_208,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_536|Person_537|Person_538|Person_539,Madrid,city
HH_209,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_540,,house
HH_210,5 o mas personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_541|Person_542|Person_543|Person_544|Person_545,,residential
HH_211,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_546,,house
HH_212,5 o mas personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_547|Person_548|Person_549|Person_550|Person_551,,yes
HH_213,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_552|Person_553|Person_554|Person_555|Person_556,Madrid,city
HH_214,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_557|Person_558,,apartments
HH_215,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_559|Person_560|Person_561|Person_562|Person_563,,apartments
HH_216,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_564,,semidetached_house
HH_217,5 o mas personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_565|Person_566|Person_567|Person_568|Person_569,,semidetached_house
HH_218,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_570|Person_571,,semidetached_house
HH_219,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_572|Person_573,,residential
HH_220,2 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,2,Person_574|Person_575,,yes
HH_221,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_576|Person_577|Person_578|Person_579,,residential
HH_222,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_580|Person_581|Person_582|Person_583,Fuenlabrada,city
HH_223,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_584,,apartments
HH_224,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_585|Person_586,Madrid,city
HH_225,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_587|Person_588|Person_589|Person_590,,apartments
HH_226,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_591|Person_592,,apartments
HH_227,4 personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_593|Person_594|Person_595|Person_596,,yes
HH_228,2 personas,Fortuna,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_597|Person_598,,yes
HH_229,2 personas,San Nicasio,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_599|Person_600,Madrid,city
HH_230,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_601|Person_602,Getafe norte,city
HH_231,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_603|Person_604|Person_605|Person_606,,yes
HH_232,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_607,,apartments
HH_233,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_608|Person_609|Person_610|Person_611,,residential
